V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,
-3.8219,5.6672,-9.245,8.2461,-4.3683,-3.4507,-8.4274,2.3056,-5.3381,-12.011,8.6213,-18.684,-0.96207,-15.298,-2.4141,-12.106,-21.338,-8.0454,0.15602,1.1152,1.9905,0.083353,-0.062264,0.39019,0.32988,0.098017,1.8696,1.0008,75.86,1
-3.6328,5.4373,-9.1365,10.307,-5.4218,-2.8648,-10.634,3.0181,-4.8916,-11.235,8.7888,-18.554,-0.33953,-15.623,-0.18898,-12.428,-20.159,-6.8889,2.5861,1.3541,2.3099,0.97866,-0.09613,0.43238,-0.43563,0.65089,1.6936,0.85769,8.54,1
-3.7657,5.8907,-10.202,10.259,-5.6114,-3.2354,-10.633,3.2727,-5.2689,-11.182,8.8795,-18.431,-0.23282,-15.022,0.14119,-12.186,-20.166,-7.0517,2.5008,1.1941,2.2456,0.54632,0.38185,0.38202,-0.82104,0.39436,1.413,0.78241,0.01,1
-6.1859,7.103,-13.03,8.0108,-7.8852,-3.9745,-12.23,4.9712,-4.2483,-12.965,8.6883,-17.183,0.069577,-14.116,0.95903,-12.375,-18.717,-6.522,3.518,0.48393,2.5028,0.48169,0.48096,0.36032,-0.29335,-0.19919,-0.20392,0.39893,44.9,1
-6.1859,7.103,-13.03,8.0108,-7.8852,-3.9745,-12.23,4.9712,-4.2483,-12.965,8.6883,-17.183,0.069577,-14.116,0.95903,-12.375,-18.717,-6.522,3.518,0.48393,2.5028,0.48169,0.48096,0.36032,-0.29335,-0.19919,-0.20392,0.39893,44.9,1
-5.8392,7.1515,-12.817,7.0311,-9.6513,-2.9384,-11.543,4.8436,-3.4943,-13.321,8.4602,-17.003,0.10156,-14.094,0.74703,-12.662,-18.912,-6.627,4.0089,0.055684,2.4621,1.0549,0.53048,0.47267,-0.276,0.28244,0.10489,0.25442,316.06,1
-5.8392,7.1515,-12.817,7.0311,-9.6513,-2.9384,-11.543,4.8436,-3.4943,-13.321,8.4602,-17.003,0.10156,-14.094,0.74703,-12.662,-18.912,-6.627,4.0089,0.055684,2.4621,1.0549,0.53048,0.47267,-0.276,0.28244,0.10489,0.25442,316.06,1
-6.7505,5.3674,-10.055,9.0645,-7.9681,-2.2638,-10.318,4.2377,-5.3241,-11.092,7.1541,-17.15,-0.095399,-11.03,-1.9591,-12.449,-22.668,-9.2646,1.9824,-0.08122,1.909,-0.34874,0.425,0.67491,-0.78421,-0.24742,1.1596,0.19782,209.65,1
-10.85,6.7275,-16.761,8.4258,-10.253,-4.1922,-14.077,7.1683,-3.6832,-15.24,8.0307,-16.06,0.27053,-14.953,-0.24109,-11.867,-15.487,-5.7487,4.13,-0.64682,2.5416,0.13553,-1.024,0.40626,0.10659,-0.026232,-1.4646,-0.41168,78,1
-10.85,6.7275,-16.761,8.4258,-10.253,-4.1922,-14.077,7.1683,-3.6832,-15.24,8.0307,-16.06,0.27053,-14.953,-0.24109,-11.867,-15.487,-5.7487,4.13,-0.64682,2.5416,0.13553,-1.024,0.40626,0.10659,-0.026232,-1.4646,-0.41168,78,1
-10.632,7.2519,-17.681,8.2041,-10.167,-4.5103,-12.982,6.7836,-4.6593,-14.925,8.3891,-16.466,0.33852,-14.224,0.55658,-11.684,-15.842,-5.7532,3.813,-0.81015,2.7154,0.6956,-1.1381,0.45944,0.38634,0.52244,-1.4166,-0.48831,188.52,1
-10.632,7.2519,-17.681,8.2041,-10.167,-4.5103,-12.982,6.7836,-4.6593,-14.925,8.3891,-16.466,0.33852,-14.224,0.55658,-11.684,-15.842,-5.7532,3.813,-0.81015,2.7154,0.6956,-1.1381,0.45944,0.38634,0.52244,-1.4166,-0.48831,188.52,1
-13.087,7.3521,-18.257,10.649,-11.731,-3.6592,-14.874,8.8105,-5.4182,-13.203,6.3572,-15.532,0.65969,-11.412,-2.4476,-9.8337,-18.175,-7.2699,0.6238,-1.3763,2.7612,-0.26616,-0.41286,0.51995,-0.74391,-0.16781,-2.4983,-0.71107,30.31,1
-13.087,7.3521,-18.257,10.649,-11.731,-3.6592,-14.874,8.8105,-5.4182,-13.203,6.3572,-15.532,0.65969,-11.412,-2.4476,-9.8337,-18.175,-7.2699,0.6238,-1.3763,2.7612,-0.26616,-0.41286,0.51995,-0.74391,-0.16781,-2.4983,-0.71107,30.31,1
-12.834,7.5088,-20.492,7.4658,-11.575,-5.141,-14.021,8.3321,-4.3377,-15.564,7.6108,-15.592,0.50479,-13.248,-0.79653,-10.342,-16.045,-5.8821,1.5737,-1.3789,2.9668,0.61534,-0.76649,0.43126,-0.10497,-0.010091,-2.4008,-0.72056,104.03,1
-12.834,7.5088,-20.492,7.4658,-11.575,-5.141,-14.021,8.3321,-4.3377,-15.564,7.6108,-15.592,0.50479,-13.248,-0.79653,-10.342,-16.045,-5.8821,1.5737,-1.3789,2.9668,0.61534,-0.76649,0.43126,-0.10497,-0.010091,-2.4008,-0.72056,104.03,1
-10.041,6.1392,-12.973,7.7406,-8.6847,-3.8374,-11.908,5.8333,-5.7311,-12.439,6.9899,-16.219,0.2533,-8.7286,-0.14753,-14.13,-20.685,-8.4844,4.8513,-0.082275,2.8234,1.153,-0.56734,0.84301,0.54994,0.11389,-0.30737,0.061631,1,1
-10.301,6.4831,-15.076,6.5542,-8.8803,-4.4717,-14.901,3.8402,-4.3584,-14.533,7.5887,-15.836,0.13504,-11.567,-0.077027,-11.467,-19.173,-6.9699,2.2118,0.11324,1.5087,1.0416,-0.68279,0.57354,-1.6024,-0.39352,-0.46889,0.10592,1,1
-11.321,7.192,-13.179,9.0996,-10.095,-2.4401,-14.184,4.4525,-6.242,-12.618,6.0573,-15.718,0.11782,-8.6537,-2.5026,-11.231,-21.585,-9.0909,1.1712,-0.18093,1.0822,-0.35056,0.48304,0.66113,-0.39652,-0.41332,-0.99755,-0.23504,37.93,1
-12.381,8.213,-16.963,7.1161,-9.7728,-3.6668,-16.147,2.0787,-4.2507,-16.746,7.4258,-15.565,-0.42634,-14.03,-1.6819,-11.134,-15.834,-5.7485,2.2711,0.53779,0.1677,1.5034,-0.76776,0.37195,-1.4156,-0.51702,-0.43462,0.29272,97,1
-11.398,7.764,-18.572,6.7119,-10.174,-4.3959,-15.894,2.083,-4.9888,-15.346,7.0932,-14.98,-0.14829,-9.9357,-1.162,-11.647,-18.384,-7.4027,1.9417,0.20888,0.33901,1.3429,0.23922,0.53464,-0.17496,-0.50024,-1.7221,-0.57434,11.4,1
-13.512,8.2152,-16.583,6.2074,-11.318,-2.9972,-17.64,0.040349,-5.6202,-15.124,5.9347,-14.175,-0.16904,-6.5526,-1.57,-12.173,-20.165,-8.6688,2.5509,0.69457,-0.90791,1.514,-0.14188,0.78919,-0.031343,-0.25506,-1.8658,-0.4422,45.48,1
-26.458,16.497,-30.177,8.9042,-17.893,-1.2279,-31.197,-11.439,-9.4626,-22.187,4.42,-10.592,-0.7038,-3.9262,-2.4002,-6.8099,-12.462,-5.5011,-0.56794,2.8122,-8.7557,3.4609,0.89654,0.25484,-0.7381,-0.96656,-7.2635,-1.3249,1,1
-26.458,16.497,-30.177,8.9042,-17.893,-1.2279,-31.197,-11.439,-9.4626,-22.187,4.42,-10.592,-0.7038,-3.9262,-2.4002,-6.8099,-12.462,-5.5011,-0.56794,2.8122,-8.7557,3.4609,0.89654,0.25484,-0.7381,-0.96656,-7.2635,-1.3249,1,1
-26.458,16.497,-30.177,8.9042,-17.893,-1.2279,-31.197,-11.439,-9.4626,-22.187,4.42,-10.592,-0.7038,-3.9262,-2.4002,-6.8099,-12.462,-5.5011,-0.56794,2.8122,-8.7557,3.4609,0.89654,0.25484,-0.7381,-0.96656,-7.2635,-1.3249,1,1
-26.458,16.497,-30.177,8.9042,-17.893,-1.2279,-31.197,-11.439,-9.4626,-22.187,4.42,-10.592,-0.7038,-3.9262,-2.4002,-6.8099,-12.462,-5.5011,-0.56794,2.8122,-8.7557,3.4609,0.89654,0.25484,-0.7381,-0.96656,-7.2635,-1.3249,1,1
-15.192,10.433,-19.63,8.0461,-12.838,-1.8759,-21.36,-3.7178,-5.9698,-17.142,5.9024,-13.58,-0.45141,-8.3348,-2.0251,-10.196,-17.271,-7.0791,1.5177,1.6575,-3.4741,1.7654,1.7013,0.38159,-1.4134,-1.0231,-2.6348,-0.46393,1,1
1.7079,0.024881,-0.48814,3.7875,1.1395,2.9147,-0.74336,0.69914,1.0085,0.91281,0.76535,-2.0439,1.0015,1.3229,-2.7201,-0.15343,0.75261,-0.75579,-1.9126,-0.36801,0.010865,0.54826,0.091218,-1.008,-0.082183,0.17971,0.0077377,-0.068841,33.76,1
0.84203,-0.36552,-2.4641,4.8209,0.77551,-0.61478,1.368,-0.52626,-0.12136,-0.35762,0.63777,-2.8189,2.3606,-1.1087,-1.45,1.5737,2.2027,0.80047,-2.1036,0.94492,-0.11062,-1.2578,-0.32442,-0.42002,-0.2195,-0.26887,-0.14458,0.10446,571.48,1
-16.309,11.615,-19.739,10.464,-12.599,-1.2024,-23.381,-5.7811,-7.811,-16.304,5.5736,-13.635,-0.48324,-7.3528,-2.3927,-8.7281,-17.599,-7.456,0.16974,2.106,-4.885,1.1409,1.393,0.349,-2.1675,-0.79875,-2.9428,-0.46268,1.63,1
-17.519,12.572,-19.039,11.191,-13.555,-0.41192,-23.189,-5.3014,-8.6304,-16.256,5.7021,-13.812,-0.30682,-7.0136,-1.1823,-9.3602,-16.668,-7.1475,2.1621,2.5285,-4.9695,0.97612,1.8412,0.33442,-0.72013,-0.2326,-3.022,-0.47816,1.63,1
-1.9529,3.5414,-1.3106,5.9557,-1.004,0.98305,-4.5872,-4.8922,-2.5168,-2.8503,2.0247,-6.4877,2.3765,-2.2415,-0.56687,-3.9369,-6.1272,-2.3286,1.5621,1.965,-1.9981,1.1337,-0.041461,-0.21538,-0.8656,0.21254,0.5329,0.35789,18.96,1
-3.5522,5.4265,-3.7318,6.6791,-2.1875,2.4339,-8.7481,-12.108,-2.8564,-5.6659,2.5408,-6.1471,1.7969,-4.329,-0.15004,-1.839,-3.3546,-0.28231,0.14859,3.7927,-5.689,2.511,0.95393,-0.54251,-0.62015,0.40601,0.023025,0.16474,33.59,1
-3.7059,4.1079,-3.8037,1.7103,-3.5825,1.4697,-9.6216,-11.913,-0.3223,-6.6257,2.1752,-4.3811,2.0633,-0.67382,1.4008,-4.2549,-5.1602,-1.3025,2.5945,3.6396,-5.4988,2.9415,0.91624,-0.2555,-0.18383,-0.58454,-0.31548,-0.097223,1,1
-17.976,12.865,-19.575,11.345,-13.999,-0.3549,-23.783,-4.8724,-8.5043,-16.601,5.5693,-13.932,-0.20485,-7.581,-1.0136,-9.0148,-16.092,-6.0501,1.661,2.4199,-4.3004,2.8658,1.4893,0.38604,-0.23239,0.41383,-3.256,-0.53896,8.64,1
-17.538,12.353,-20.135,11.123,-14.571,-0.38162,-23.929,-4.7249,-8.603,-15.232,4.4171,-12.894,-0.10963,-3.5472,-2.1778,-10.402,-18.372,-8.3141,2.4358,1.9251,-4.3522,2.389,2.0191,0.62719,-1.086,-0.071803,-3.8382,-0.80256,9.82,1
-19.642,14.706,-22.801,12.115,-14.898,0.84078,-28.011,-11.92,-8.9609,-18.913,4.9712,-12.686,-1.0714,-7.3834,-2.9924,-8.5823,-13.807,-6.0004,1.4226,3.8346,-8.2289,3.3182,2.5852,0.19501,-1.1948,0.038423,-4.1267,-0.64533,2.28,1
-22.342,15.536,-22.865,7.0434,-14.183,-0.46314,-28.215,-14.608,-9.4815,-20.949,4.7396,-11.925,-1.5014,-3.8368,-2.7203,-8.8801,-15.825,-6.7504,-0.12919,4.1,-9.1104,4.1589,1.4129,0.3828,0.44715,-0.63282,-4.3802,-0.46786,1,1
-6.9853,5.1511,-4.5993,4.5345,0.84905,-0.2107,-4.4252,-5.1345,0.069321,-0.871,5.2008,-7.8022,0.033912,-7.5601,-1.0147,-1.5079,-3.4103,0.10754,-1.3755,-1.247,5.4537,-2.0562,-0.28033,0.12077,0.56936,0.14597,0.30019,1.7794,0.76,1
-23.985,16.698,-22.21,9.585,-16.23,2.5963,-33.239,-21.56,-10.843,-19.836,3.2232,-10.895,-1.5235,0.1163,-3.0988,-7.6064,-18.108,-7.5119,-1.2433,5.8046,-12.615,5.7741,2.7502,0.51341,-1.6088,-0.45962,-4.6261,-0.33456,1,1
-1.4653,-1.0934,-0.059768,1.0648,11.095,-5.431,-9.378,-0.44646,1.9921,1.7859,1.3686,-1.4717,-0.72476,3.4424,-0.9574,-1.6261,1.4182,-1.4179,-1.6518,-1.4576,1.1606,-1.2597,-15.982,-0.88367,-3.5367,-0.59296,0.67552,0.42485,0.92,1
-25.826,19.167,-25.39,11.125,-16.683,3.9337,-37.06,-28.76,-11.127,-23.228,3.786,-10.522,-2.6575,-3.7928,-4.4989,-6.5579,-12.867,-5.8046,-1.2545,7.9074,-16.922,5.7037,3.51,0.05433,-0.67198,-0.20943,-4.95,-0.44841,2.28,1
0.91312,1.1454,-4.6029,2.0918,-0.47322,-2.0854,-1.6712,0.094397,0.3378,-4.4318,4.872,-5.3952,1.3325,-4.6038,-0.77731,-2.5719,-3.0036,-0.22544,0.25227,0.50898,0.40142,-0.084933,-0.19768,-0.28327,0.3876,-0.55353,0.51627,0.27083,147.87,1
-28.255,21.467,-26.871,11.737,-18,6.0659,-41.507,-38.987,-13.434,-24.403,3.4093,-9.6083,-3.0763,0.24006,-2.8367,-6.5948,-12.958,-5.6135,-0.24883,10.441,-21.454,8.362,4.9091,0.098328,-1.5087,0.0087113,-5.4078,-0.18381,0,1
-1.0206,1.497,-4.4909,1.8367,0.62732,-2.7356,-1.5463,0.45982,-0.68274,-4.3631,4.287,-5.4038,1.2603,-3.0877,-1.3175,-3.5371,-3.172,-0.52989,1.0116,0.44349,0.77363,0.86062,-0.30467,-0.1555,0.41217,-0.22008,0.39234,-0.020089,22.04,1
-1.9296,4.0664,-4.8652,5.8986,-0.55249,-1.556,-3.8336,0.67951,-3.4638,-6.6837,7.0213,-11.102,1.7118,-10.448,-2.7991,-6.2617,-11.647,-3.4514,-0.50754,0.94249,1.1372,0.67425,-0.53177,-0.43341,0.37866,0.19811,0.86969,0.22805,0,1
-2.297,4.064,-5.9577,4.68,-2.0809,-1.4633,-4.4908,1.0292,-1.5932,-8.9938,7.8645,-10.65,1.8266,-12.914,-0.76633,-7.9541,-7.8096,-1.7185,3.833,1.265,1.0891,0.9754,-0.62553,-0.53518,0.24744,0.1604,0.96958,0.33504,104,1
-1.4569,3.7403,-7.4045,7.441,-1.5499,-1.6617,-5.7572,1.615,-2.1949,-6.8071,6.8258,-10.4,1.8364,-11.873,-3.6424,-6.0441,-9.7508,-3.1164,0.065317,0.52956,0.9579,0.14534,-0.044704,-0.54496,-0.75776,-0.0053524,0.31815,-0.32355,2.28,1
-28.709,22.058,-27.856,11.845,-18.984,6.4741,-43.557,-41.044,-13.32,-24.588,3.482,-9.1283,-3.0083,0.79658,-2.1023,-5.6604,-13.033,-5.3923,-0.90104,11.059,-22.798,8.3163,5.4662,0.023854,-1.5271,-0.14523,-5.6823,-0.43913,0.01,1
-2.4884,4.359,-7.7764,5.364,-1.8239,-2.4451,-4.9642,1.4849,-2.9479,-7.1753,7.3437,-10.179,2.1422,-8.9831,-0.47375,-8.1433,-9.7857,-3.0865,3.3797,0.79227,1.3257,1.0212,-0.26648,-0.37088,0.36554,0.081372,0.18498,-0.21158,1,1
-2.8772,4.5696,-9.5531,4.4411,-3.654,-1.878,-3.5144,1.5476,-2.5033,-7.5756,7.0021,-9.9592,2.1221,-8.8849,-1.6449,-7.1899,-10.445,-3.2719,1.4823,0.10562,1.2729,1.3003,-0.0039501,-0.36085,-0.59753,-0.3909,0.5922,-0.24101,346.94,1
-4.2212,2.8711,-5.8887,6.891,-3.4049,-1.1544,-7.7399,2.8514,-2.5076,-5.1107,5.3509,-9.2998,2.7931,-6.1066,-2.1069,-6.2506,-13.566,-4.1928,0.51057,-0.22788,1.6206,1.5679,-0.57801,-0.059045,-1.8292,-0.072429,0.13673,-0.59985,7.59,1
-5.6037,5.2222,-7.5168,8.1177,-2.7569,-1.5746,-6.3303,2.9984,-4.5082,-7.3344,7.1887,-10.655,2.5947,-10.243,-0.19116,-5.5043,-8.6978,-1.9342,1.9587,0.22753,1.2429,0.42841,-0.10118,-0.5202,-0.17694,0.46145,-0.10663,-0.47966,0,1
-4.9918,5.2133,-9.1113,8.432,-3.4355,-1.8276,-7.1143,3.4312,-3.8756,-6.8685,7.1506,-10.263,2.7331,-10.128,-0.26278,-5.1903,-8.6557,-2.0244,1.5605,0.098132,1.1894,0.24786,0.29445,-0.5485,-0.17462,0.4067,-0.40234,-0.88289,0,1
-5.5521,5.6781,-9.7755,8.4163,-4.4098,-1.5062,-6.8998,3.7504,-3.8798,-6.8642,7.0511,-10.138,2.8154,-9.9092,-0.26223,-5.0226,-8.523,-2.0129,1.5257,-0.06478,1.1285,0.22848,0.28626,-0.53629,-0.10492,0.42092,-0.29756,-0.94618,119.74,1
-4.5173,2.5002,-4.0139,1.1895,-2.4869,-1.4135,-4.2457,1.2651,1.1688,-4.5139,3.6947,-6.1104,-0.11052,-4.1846,-0.93103,-1.6147,-3.3532,0.23676,0.003896,-1.0562,1.3269,0.103,0.50817,-0.27802,0.13972,0.06461,-0.97236,0.35136,2.27,1
0.74515,2.8093,-5.8254,5.8356,0.51232,-0.61562,-2.9166,0.77671,-1.8788,-4.5469,4.6988,-8.5078,0.71825,-7.6287,-2.2496,-2.5587,-5.3046,-0.95694,-0.58532,0.40284,0.28484,-0.87438,-0.083995,-0.65144,0.45459,0.050376,0.75695,0.38387,0,1
-1.0006,3.3469,-5.5345,6.8358,-0.2998,0.095951,-2.4404,1.2863,-2.7664,-4.458,4.6965,-8.7621,0.98583,-7.3203,-1.0638,-3.3711,-4.2512,-0.43006,1.804,1.1898,0.43976,-0.6941,0.29966,-0.6576,0.10165,0.43046,0.82469,0.32695,186.13,1
1.9349,0.65068,-0.28696,3.9878,0.31605,-0.099449,-0.021483,-0.17233,0.50873,1.073,-0.42757,-2.7776,1.6371,1.5711,-1.4454,0.90865,-0.12202,-0.10411,-1.684,-0.34445,-0.1736,-0.19097,0.21998,-0.2166,-0.13669,-0.12995,-0.050077,-0.051082,1,1
-1.5328,2.2328,-5.9231,3.3867,-0.15344,-1.4197,-3.8786,1.4447,-1.4655,-5.2083,4.5463,-7.7612,1.1595,-5.2316,-0.17164,-4.7198,-4.848,-1.1343,3.5277,0.52084,0.6325,-0.070838,-0.49029,-0.35998,0.050678,1.0957,0.47174,-0.10667,0.76,1
-2.4504,2.1077,-5.1407,1.4113,-1.6908,-0.73643,-3.6579,1.9449,-0.78839,-5.6247,3.5196,-7.2216,1.2017,-3.8114,-1.7014,-3.5714,-7.3114,-1.7544,0.79545,-0.13044,0.80054,0.36462,0.23361,-0.28208,-0.32031,0.49292,0.35998,-0.11547,80.22,1
-1.101,-1.6749,-0.57339,5.6176,0.76556,0.44061,1.9347,-1.0198,-0.19324,1.7837,0.60691,-2.8543,2.3795,1.2681,-0.28362,-0.48219,0.81101,-0.35791,0.75276,-0.038314,-0.41253,-0.20882,0.34483,1.0914,-0.68651,0.075809,0.033865,-0.83286,635.1,1
-1.5503,1.0887,-2.3934,1.0087,-1.0876,-1.1046,-2.6705,0.14765,-0.97863,-3.5141,3.586,-4.0534,0.86243,-5.7658,-0.50751,-4.9219,-9.5673,-2.773,1.7171,0.32749,0.80232,1.0371,0.095815,-0.32019,-0.080731,0.091012,0.024928,-0.07782,17.06,1
0.94924,1.3335,-4.8554,1.835,-1.0532,-2.5628,-2.287,0.26091,-0.89537,-4.5426,2.4537,-4.9252,-1.2004,-6.4244,1.0149,-3.1294,-5.147,-1.8154,0.5205,0.42461,0.3066,-0.85463,0.10118,-0.2815,0.024444,-0.10794,0.62529,0.31568,65,1
-5.9615,5.3134,-6.6743,6.029,-1.3876,0.67064,-4.129,-4.7659,-1.0053,0.45351,4.4317,-5.1427,-1.1817,-8.7554,1.0044,-2.065,-3.2614,0.12522,0.93697,-1.1166,5.5566,-1.5018,1.3552,0.14109,0.077913,0.47399,0.28713,1.4687,105.89,1
-6.6772,5.5293,-7.1933,6.0813,-1.6361,0.50061,-4.6408,-4.3398,-0.95004,0.56668,4.3151,-4.9383,-1.1057,-8.4908,1.0036,-1.9491,-3.093,0.12409,0.88675,-1.1187,5.5633,-1.6083,0.96532,0.16372,0.047531,0.46616,0.27855,1.472,105.89,1
-2.6289,2.2756,-3.7454,1.2269,-1.133,-1.2564,-1.7524,0.28174,-1.7923,-4.8208,4.1761,-4.619,0.74269,-7.637,-0.19789,-4.1404,-7.6047,-1.5245,1.2713,0.13311,0.87073,1.2695,-0.26549,-0.48055,0.16967,0.096081,0.070036,0.063768,144.62,1
-2.0035,-7.159,-4.051,1.3096,-2.0581,-0.098621,2.8801,-0.72748,1.4604,-1.5316,-1.3943,-0.22072,-1.531,1.0752,0.38838,-0.66066,0.093321,0.33574,0.057551,3.9732,1.2443,-1.0152,-1.801,0.65759,-0.43562,-0.89451,-0.39756,0.31426,2125.9,1
-1.0738,0.41562,-2.274,1.5368,-0.7587,-1.6704,-2.3771,0.09037,0.0048473,-2.7767,1.4284,-4.4827,-0.70952,-4.6101,0.62134,-4.6027,-7.5242,-2.5571,1.3191,0.22705,0.53554,0.86359,0.45074,-0.14423,-0.20561,-0.53907,0.50342,-0.23781,11,1
-5.9049,4.4399,-8.6318,7.7887,-4.9896,-1.2001,-7.6741,4.1258,-5.3158,-4.8912,4.2204,-6.4083,1.328,-5.8535,-0.92834,-7.0858,-12.624,-4.7452,2.7979,-0.50561,1.775,1.2664,-0.19941,0.01496,-1.91E-05,0.54421,-1.1676,-1.2064,45.51,1
-0.76917,1.3422,-2.1715,-0.15151,-0.64837,-0.9735,-1.7067,0.31374,-1.9823,-3.1581,1.3416,-3.2995,1.2476,-6.3934,-0.053205,-3.258,-3.3489,0.21733,-0.91741,-0.10229,-0.036122,-0.75359,-0.047113,0.35849,-0.28741,0.47651,0.25053,0.25099,40,1
1.8896,1.0731,-1.678,4.1733,1.0155,-0.009389,-0.079706,0.064071,-0.71452,0.042228,-0.4084,-0.92937,0.058686,-3.5128,-0.16461,2.0699,1.7334,1.5808,-2.3352,-0.15357,0.20373,0.7338,-0.03656,0.33431,0.14717,0.27956,0.031669,0.035883,3.22,1
0.22441,2.9945,-3.4325,3.9865,3.7602,0.16564,1.0994,-0.65456,-2.4354,-2.2767,1.8461,-1.9612,-0.85117,-7.1223,1.0196,2.131,6.4436,1.5925,-3.6819,-0.20085,0.49134,-0.98422,-0.42198,-1.0481,0.72641,0.26862,0.28369,0.4191,0,1
-1.1416,1.9277,-3.9054,-0.073943,-0.044858,-1.757,-1.2174,0.36456,-2.7701,-3.2162,1.2867,-3.2727,1.0422,-5.7489,-0.66814,-3.866,-2.7051,-0.10391,-0.71681,-0.25058,0.10208,-0.5315,-0.32874,0.3931,0.56843,0.7866,-0.1461,0.076211,25,1
0.90912,1.3377,-4.4847,3.2454,-0.41781,-0.76212,-2.5063,0.69416,-0.46756,-4.5653,3.6126,-3.1719,-0.40005,-8.5695,-1.6148,-2.3882,-2.5775,0.092679,0.098242,0.44557,0.58683,0.59408,-0.25212,0.32544,0.56277,-0.25628,0.65267,0.31988,67.9,1
-4.5994,2.7625,-4.6565,5.2014,-2.4704,-0.35762,-3.7672,0.061466,-1.8362,-1.4706,2.1439,-5.8397,0.15301,-6.1774,-0.78542,-4.5105,-10.341,-4.1812,-0.37614,-1.0007,1.5815,0.26133,0.62142,0.99411,-0.68785,-0.33753,-1.6128,1.2314,93.35,1
-5.3138,2.6643,-4.2507,0.39471,-0.39138,0.68353,-5.1337,-7.9078,0.21547,-2.2977,1.9615,-1.9444,-0.69256,-4.3463,-1.7269,-1.8204,-3.7465,-0.8804,0.26791,-2.6429,8.6647,-2.7164,0.48356,0.079235,0.31107,0.55554,0.17674,0.36291,1,1
-2.2725,2.9352,-4.8714,2.419,-1.513,-0.48062,-2.1261,1.8835,-1.2973,-5.4874,2.9692,-3.0554,-0.31654,-7.8628,-2.2028,-1.9323,-2.2847,0.32479,-0.18318,-0.031085,0.7185,0.89385,-0.031632,0.32291,-0.058406,-0.41165,0.5738,0.17607,175.9,1
-1.8369,-1.6468,-3.3812,0.47335,0.074243,-0.44675,3.7919,-1.351,0.095186,-0.0845,-1.5423,-0.54053,-0.27208,0.71254,0.23498,-0.90767,-0.39105,-0.034719,1.0843,-1.5861,0.010663,1.7867,-0.15118,-0.5821,-0.95606,-0.33437,0.7156,0.37045,720.8,1
0.29016,0.049243,-0.74052,2.8655,1.3953,-0.53516,0.14254,-0.22277,-1.4637,1.7135,-1.1276,-0.70866,0.27219,0.27471,0.23519,-0.46355,0.473,-0.4479,1.7909,0.24758,0.33735,1.0182,0.30355,0.83389,-1.2223,2.7453,-0.2204,0.16823,7.18,1
1.1778,2.4871,-5.3306,5.3245,1.1502,-1.2818,-1.172,0.41378,-2.6598,-2.9717,3.6196,-4.478,-2.0342,-7.7722,-1.2015,-0.50987,-1.3044,0.496,-1.3598,0.15606,0.26233,-0.43179,-0.092088,0.14522,0.45779,0.16774,0.45124,0.26842,4.87,1
0.054682,1.8565,-4.0755,4.1001,-0.80093,-0.2925,-2.3174,1.1897,-0.78624,-3.9067,2.9935,-3.6131,-1.7273,-7.3646,-0.3433,-2.5776,-0.5153,1.1091,2.3512,0.50956,0.61825,0.80093,0.13002,0.28895,-0.36666,0.030307,0.43118,0.1107,80.9,1
1.1839,3.0573,-6.162,5.544,1.617,-1.848,-1.0055,0.33994,-2.9598,-3.8517,4.5134,-4.8583,-1.7657,-10.006,-0.43939,0.57487,0.18847,1.6492,-1.7967,0.25257,0.10918,-0.93107,-0.064175,-0.0070125,0.34542,0.064558,0.47663,0.32374,0,1
0.75336,2.285,-5.1645,3.8311,-0.073622,-1.3166,-1.8555,0.83108,-1.5675,-3.2246,3.3696,-3.4685,-1.3836,-6.0206,0.3096,-2.6178,-1.3108,0.40966,2.3623,0.28579,0.38201,0.033958,0.1877,0.35843,-0.48893,-0.2588,0.29615,-0.047174,2,1
-1.3962,2.6186,-6.0368,3.5525,1.0301,-2.9504,-1.5285,0.18932,-1.4336,-5.5691,3.2775,-5.8969,-1.2771,-11.222,0.32603,-2.4973,-1.5883,0.12029,0.17014,0.031795,0.14318,-0.39018,0.35603,-0.76235,0.09651,-0.48786,0.062655,-0.24073,1,1
-2.434,3.2259,-6.5963,3.5932,-1.0795,-1.7397,-0.04742,0.30142,-1.7794,-5.8365,3.2494,-5.9615,-1.1552,-11.002,0.58829,-2.3658,-1.3519,0.1895,0.52401,-0.28053,-0.035491,-0.41918,0.15744,-0.71485,0.46886,-0.34852,0.42004,-0.32764,362.55,1
1.5221,-0.51943,-2.5817,0.77474,0.20672,-1.431,0.75701,-0.44442,0.99792,-1.4295,-0.37547,0.17909,-0.14845,-2.1352,-0.044916,-0.055333,1.7787,0.67183,-0.0020212,0.36117,0.019649,-0.21168,-0.24745,-0.27947,0.23965,-0.5084,-0.015551,0.041881,276.17,1
0.46975,-1.2376,-1.7673,4.8335,-0.26871,-0.51276,1.1401,-0.34127,-1.0464,0.085662,-0.00012118,-0.054381,0.73619,-2.3066,-0.464,1.6727,1.1657,0.56132,-2.3008,1.2773,0.30391,-0.64708,-0.37301,0.2608,-0.49657,-0.24597,-0.11786,0.14477,723.21,1
